hscode,description
7210.20,"Iron or non-alloy steel; flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate"
7210.30,"Iron or non-alloy steel; flat-rolled, width 600mm or more, electrolytically plated or coated with zinc"
7210.41,"Iron or non-alloy steel; flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)"
7210.49,"Iron or non-alloy steel; flat-rolled, width 600mm or more, (not corrugated), plated or coated with zinc (not electrolytically)"
7210.50,"Iron or non-alloy steel; flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides"
7210.61,"Iron or non-alloy steel; flat-rolled, width 600mm or more, plated or coated with aluminium zinc-alloys"
7210.69,"Iron or non-alloy steel; flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys"
7210.70,"Iron or non-alloy steel; flat-rolled, width 600mm or more, painted, varnished or coated with plastics"
7210.90,"Iron or non-alloy steel; flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210"
7211.13,"Iron or non-alloy steel; flat-rolled, hot-rolled, rolled on four faces or in a closed box pass, of a width more than 150mm but less than 600mm, 4mm thick or more, not in coils, without patterns in relief"
7211.14,"Iron or non-alloy steel; flat-rolled, hot-rolled, of a width less than 600mm, 4.75mm thick or more, excluding those of item no. 7211.13"
7211.19,"Iron or non-alloy steel; flat-rolled, hot-rolled, of a width less than 600mm, less than 4.75mm thick, excluding those of item no. 7211.13"
7211.23,"Iron or non-alloy steel; flat-rolled, cold-rolled, of a width less than 600mm, containing by weight less than 0.25% of carbon"
7211.29,"Iron or non-alloy steel; flat-rolled, cold-rolled, of a width less than 600mm, containing by weight 0.25% or more of carbon"
7211.90,"Iron or non-alloy steel; flat-rolled, n.e.c. in heading no. 7211, width less than 600mm"
7212.10,"Iron or non-alloy steel; flat-rolled, width less than 600mm, plated or coated with tin"
7212.20,"Iron or non-alloy steel; flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc"
7212.30,"Iron or non-alloy steel; flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)"
7212.40,"Iron or non-alloy steel; flat-rolled, width less than 600mm, painted, varnished or coated with plastics"
7212.50,"Iron or non-alloy steel; flat-rolled, width less than 600mm, plated or coated, (excluding tin, zinc or plastic)"
7212.60,"Iron or non-alloy steel; flat-rolled, width less than 600mm, clad"
7213.10,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process"
7213.20,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, of free-cutting steel"
7213.91,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring less than 14mm in diameter"
7213.99,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring 14mm or more in diameter"
7214.10,"Iron or non-alloy steel; bars and rods, forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling"
7214.20,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
7214.30,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, including those twisted after rolling, of free-cutting steel"
7214.91,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, of rectangular (other than square) cross-section"
7214.99,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, other than of rectangular cross-section"
7215.10,"Iron or non-alloy steel; bars and rods, of free-cutting steel, cold-formed or cold-finished, n.e.c. in chapter 72"
7215.50,"Iron or non-alloy steel; bars and rods, n.e.c. in chapter 72, cold-formed or cold-finished, (not free-cutting)"
7215.90,"Iron or non-alloy steel; bars and rods, n.e.c. in chapter 72, n.e.c. in heading no. 7215"
7216.10,"Iron or non-alloy steel; U, I or H sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm"
7216.21,"Iron or non-alloy steel; L sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm"
7216.22,"Iron or non-alloy steel; T sections, hot-rolled, hot-drawn or extruded, of a height less than 80mm"
7216.31,"Iron or non-alloy steel; U sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more"
7216.32,"Iron or non-alloy steel; I sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more"
7216.33,"Iron or non-alloy steel; H sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more"
7216.40,"Iron or non-alloy steel; L or T sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more"
7216.50,"Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 7216, hot-rolled, hot-drawn or extruded"
7216.61,"Iron or non-alloy steel; angles, shapes and sections, cold-formed or cold-finished, obtained from flat-rolled products"
7216.69,"Iron or non-alloy steel; angles, shapes and sections, cold-formed or cold-finished, (not obtained from flat-rolled products)"
7216.91,"Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 7216, cold-formed or cold-finished, from flat-rolled products"
7216.99,"Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 7216"
7217.10,"Iron or non-alloy steel; wire, (not plated or coated), whether or not polished"
7217.20,"Iron or non-alloy steel; wire, plated or coated with zinc"
7217.30,"Iron or non-alloy steel; wire, plated or coated with base metals (other than zinc)"
7217.90,"Iron or non-alloy steel; wire, n.e.c. in heading no. 7217"
7218.10,"Steel, stainless; ingots and other primary forms"
7218.91,"Steel, stainless; semi-finished products, of rectangular (other than square) cross-section"
7218.99,"Steel, stainless; semi-finished products, other than of rectangular cross-section"
7219.11,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm"
7219.12,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm"
7219.13,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm"
7219.14,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of less than 3mm"
7219.21,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness exceeding 10mm"
7219.22,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 4.75mm or more but not exceeding 10mm"
7219.23,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 3mm or more but less than 4.75mm"
7219.24,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of less than 3mm"
7219.31,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled or cold-reduced, of a thickness of 4.75mm or more"
7219.32,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more but less than 4.75mm"
7219.33,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm"
7219.34,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm"
7219.35,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm"
7219.90,"Steel, stainless; flat-rolled, width 600mm or more, n.e.c. in heading no. 7219"
7220.11,"Steel, stainless; flat-rolled, width less than 600mm, hot-rolled, of a thickness of 4.75mm or more"
7220.12,"Steel, stainless; flat-rolled, width less than 600mm, hot-rolled, of a thickness of less than 4.75mm"
7220.20,"Steel, stainless; flat-rolled, width less than 600mm, cold-rolled"
7220.90,"Steel, stainless; flat-rolled, width less than 600mm, n.e.c. in heading no 7220"
7221.00,"Steel, stainless; bars and rods, hot-rolled, in irregularly wound coils"
7222.11,"Steel, stainless; bars and rods, hot-rolled, hot-drawn or extruded, of circular cross-section"
7222.19,"Steel, stainless; bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section"
7222.20,"Steel, stainless; bars and rods, cold-formed or cold-finished"
7222.30,"Steel, stainless; bars and rods, n.e.c. in heading no. 7222"
7222.40,"Steel, stainless; angles, shapes and sections"
7223.00,"Steel, stainless; wire"
7224.10,"Steel, alloy; ingots and other primary forms"
7224.90,"Steel, alloy; semi-finished products"
7225.11,"Steel, alloy; flat-rolled, width 600mm or more, of silicon-electrical steel, grain-oriented"
7225.19,"Steel, alloy; flat-rolled, width 600mm or more, of silicon-electrical steel, (other than grain-oriented)"
7225.30,"Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, in coils"
7225.40,"Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, not in coils"
7225.50,"Steel, alloy; flat-rolled, width 600mm or more, cold-rolled"
7225.91,"Steel, alloy; flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, electrolytically plated or coated with zinc"
7225.92,"Steel, alloy; flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, plated or coated with zinc (other than electrolytically)"
7225.99,"Steel, alloy; flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, (other than plated or coated with zinc)"
7226.11,"Steel, alloy; flat-rolled, width less than 600mm, of silicon-electrical steel, grain-oriented"
7226.19,"Steel, alloy; flat-rolled, width less than 600mm, of silicon-electrical steel, other than grain-oriented"
7226.20,"Steel, alloy; flat-rolled, width less than 600mm, of high speed steel"
7226.91,"Steel, alloy; flat-rolled, width less than 600mm, (excluding silicon-electrical or high speed steel), hot-rolled"
7226.92,"Steel, alloy; flat-rolled, width less than 600mm, (excluding silicon-electrical or high speed steel), cold-rolled"
7226.99,"Steel, alloy; flat-rolled, width less than 600mm, n.e.c. in item no. 7226.9"
7227.10,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, of high speed steel"
7227.20,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, of silico-manganese steel"
7227.90,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7227"
7228.10,"Steel, alloy; bars and rods, of high speed steel"
7228.20,"Steel, alloy; bars and rods, of silico-manganese steel"
7228.30,"Steel, alloy; bars and rods, hot-rolled, hot-drawn or extruded"
7228.40,"Steel, alloy; bars and rods, forged"
7228.50,"Steel, alloy; bars and rods, cold-formed or cold-finished"
7228.60,"Steel, alloy; bars and rods n.e.c. in heading no. 7228"
7228.70,"Steel, alloy; angles, shapes and sections"
7228.80,"Steel, alloy or non-alloy; hollow drill bars and rods"
7229.20,"Steel, alloy; wire, of silico-manganese steel"
7229.90,"Steel, alloy; wire, of materials other than silico-manganese steel"
7301.10,"Iron or steel; sheet piling, whether or not drilled, punched or made from assembled elements"
7301.20,"Iron or steel; angles, shapes and sections, welded"
7302.10,"Iron or steel, railway or tramway track construction material; rails"
7302.30,"Iron or steel, railway or tramway track construction material; switch blades, crossing frogs, point rods and other crossing pieces"
7302.40,"Iron or steel, railway or tramway track construction material; fish-plates and sole plates"
7302.90,"Iron or steel, railway or tramway track construction material; n.e.c. in heading no. 7302"
7303.00,"Cast iron; tubes, pipes and hollow profiles"
7304.11,"Iron or steel (excluding cast iron); seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel"
7304.19,"Iron or steel (excluding cast iron or stainless steel); seamless, line pipe of a kind used for oil or gas pipelines"
7304.22,"Steel, stainless; seamless, drill pipe, of a kind used in drilling for oil or gas"
7304.23,"Iron or steel (excluding cast iron or stainless steel); seamless, drill pipe, of a kind used in drilling for oil or gas"
7304.24,"Steel, stainless; seamless, casing and tubing, of a kind used in drilling for oil or gas"
7304.29,"Iron or steel (excluding cast iron or stainless steel); seamless, casing and tubing, of a kind used in drilling for oil or gas"
7304.31,"Iron or non-alloy steel (excluding cast iron); seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles of circular cross-section"
7304.39,"Iron or non-alloy steel (excluding cast iron); seamless, (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section"
7304.41,"Steel, stainless; cold-drawn or cold-rolled (cold-reduced), tubes and pipes of circular cross-section"
7304.49,"Steel, stainless; (excluding cold-drawn or cold-rolled), tubes pipes and hollow profiles of circular cross-section"
7304.51,"Steel, alloy (not stainless steel); seamless, cold-drawn or cold-rolled (cold-reduced), tubes, pipes and hollow profiles of circular cross-section"
7304.59,"Steel, alloy (not stainless steel); (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section"
7304.90,"Iron or steel (excluding cast iron); seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304"
7305.11,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (not seamless), longitudinally submerged arc welded, having circular cross-sections, external diameter exceeds 406.4mm"
7305.12,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (not seamless), longitudinally welded (not submerged arc welded), having circular cross-sections, external diameter exceeds 406.4mm"
7305.19,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (not seamless), (not longitudinally welded), having circular cross-sections, external diameter exceeds 406.4mm"
7305.20,"Iron or steel (excluding cast iron); casing of a kind used in drilling for oil or gas (not seamless), having circular cross-sections, external diameter exceeds 406.4mm"
7305.31,"Iron or steel (excluding cast iron); tubes and pipes (other than line pipe or casing of a kind used for oil or gas pipelines), longitudinally welded, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)"
7305.39,"Iron or steel (excluding cast iron); tubes and pipes (other than line pipe or casing of a kind used for oil or gas pipelines), welded (not longitudinally welded), having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)"
7305.90,"Iron or steel (excluding cast iron); tubes and pipes n.e.c. in heading no. 7305, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)"
7306.11,"Steel; stainless; line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)"
7306.19,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (other than of stainless steel or seamless), n.e.c. in chapter 73"
7306.21,"Steel, stainless; casing and tubing of a kind used in drilling for oil and gas, n.e.c. in chapter 73, welded, (not seamless)"
7306.29,"Iron or steel (excluding cast iron); casing and tubing of a kind used in drilling for oil and gas (other than stainless steel or seamless), n.e.c. in chapter 73"
7306.30,"Iron or non-alloy steel (excluding cast iron); tubes and pipes (not seamless), welded, of circular cross-section, n.e.c. in chapter 73"
7306.40,"Steel, stainless; tubes, pipes and hollow profiles, welded, of circular cross-section, n.e.c. in chapter 73"
7306.50,"Steel, alloy; tubes, pipes and hollow profiles (other than stainless steel or seamless), welded, of circular cross-section, n.e.c. in chapter 73"
7306.61,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73"
7306.69,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73, welded, of non-circular cross-section (not square or rectangular cross-section)"
7306.90,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73"
7307.11,"Cast iron; cast fittings, of non-malleable cast iron"
7307.19,"Iron or steel; cast fittings, other than of non-malleable cast iron"
7307.21,"Steel, stainless; tube or pipe fittings, flanges, of stainless steel"
7307.22,"Steel, stainless; tube or pipe fittings, threaded elbows, bends and sleeves"
7307.23,"Steel, stainless; tube or pipe fittings, butt welding fittings"
7307.29,"Steel, stainless; tube or pipe fittings, n.e.c. in item no. 7307.2"
7307.91,"Iron or steel; tube or pipe fittings, flanges, other than stainless steel"
7307.92,"Iron or steel; tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel"
7307.93,"Iron or steel; tube or pipe fittings, butt welding fittings, other than stainless steel"
7307.99,"Iron or steel; tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel"
7308.10,"Iron or steel; structures and parts thereof, bridges and bridge-sections"
7308.20,"Iron or steel; structures and parts thereof, towers and lattice masts"
7308.30,"Iron or steel; structures and parts thereof, doors, windows and their frames and thresholds for doors"
7308.40,"Iron or steel; structures and parts thereof, props and similar equipment for scaffolding, shuttering or pit-propping"
7308.90,"Iron or steel; structures and parts thereof, n.e.c. in heading 7308"
7309.00,"Reservoirs, tanks, vats and similar containers; for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated"
7310.10,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), 50l or more capacity but not exceeding 300l"
7310.21,"Cans; which are to be closed by soldering or crimping, for any material (excluding compressed or liquefied gas), less than 50l capacity, of iron or steel"
7310.29,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel"
7311.00,"Containers for compressed or liquefied gas, of iron or steel"
7312.10,"Iron or steel; stranded wire, ropes and cables, not electrically insulated"
7312.90,"Iron or steel; plaited bands, slings and the like, not electrically insulated"
7313.00,"Iron of steel; barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing"
7314.12,"Iron or steel; woven cloth, endless bands for machinery, of stainless steel"
7314.14,"Iron or steel; woven cloth, of stainless steel, (other than endless bands for machinery)"
7314.19,"Iron or steel; woven cloth, other than of stainless steel"
7314.20,"Iron or steel wire; grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more"
7314.31,"Iron or steel wire; grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, plated or coated with zinc"
7314.39,"Iron or steel wire; grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)"
7314.41,"Iron or steel wire; grill, netting and fencing, plated or coated with zinc"
7314.42,"Iron or steel wire; grill, netting and fencing, coated with plastic"
7314.49,"Iron or steel wire; grill, netting and fencing, coated with materials other than zinc or plastic"
7314.50,Iron or steel; expanded metal
7315.11,"Chain; articulated link, roller, of iron or steel"
7315.12,"Chain; articulated link, (other than roller), of iron or steel"
7315.19,"Chain; articulated link parts, of iron or steel"
7315.20,"Chain; skid, articulated link chain and parts thereof, of iron or steel"
7315.81,"Chain; stud-link chain, of iron or steel"
7315.82,"Chain; welded link chain, of iron or steel"
7315.89,"Chain; n.e.c. in heading no. 7315, of iron or steel"
7315.90,"Chain; parts n.e.c. in heading no. 7315, of iron or steel"
7316.00,"Iron or steel; anchors, grapnels and parts thereof"
7317.00,"Iron or steel; nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper"
7318.11,Iron or steel; threaded coach screws
7318.12,Iron or steel; threaded wood screws other than coach screws
7318.13,Iron or steel; threaded screw hooks and screw rings
7318.14,Iron or steel; threaded self-tapping screws
7318.15,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
7318.16,Iron or steel; threaded nuts
7318.19,"Iron or steel; threaded screws, bolts and nuts n.e.c. in item no. 7318.1"
7318.21,Iron or steel; non-threaded spring washers and other lock washers
7318.22,"Iron or steel; non-threaded washers, excluding spring and lock"
7318.23,Iron or steel; non-threaded rivets
7318.24,Iron or steel; non-threaded cotters and cotter-pins
7318.29,"Iron or steel; non-threaded articles, n.e.c. in item no. 7318.2"
7319.40,Safety pins and other pins; of iron or steel
7319.90,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel"
7320.10,Iron or steel; leaf-springs and leaves therefor
7320.20,Iron or steel; helical springs and leaves for springs
7320.90,Iron or steel; springs n.e.c. in heading no. 7320
7321.11,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel"
7321.12,"Cooking appliances and plate warmers; for liquid fuel, of iron or steel"
7321.19,"Cooking appliances and plate warmers; for solid fuel and fuels other than gas or liquid, of iron or steel"
7321.81,"Domestic appliances; non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel"
7321.82,"Domestic appliances; non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel"
7321.89,"Domestic appliances; non-electric, (other than cookers and plate warmers), for solid fuel and fuels other than gas or liquid, of iron or steel"
7321.90,"Domestic appliances; non-electric, parts thereof, of iron or steel"
7322.11,"Radiators and parts thereof; for central heating, (not electrically heated), of cast iron"
7322.19,"Radiators and parts thereof; for central heating, (not electrically heated), of iron or steel other than cast iron"
7322.90,"Air heaters and hot air distributors, (not electrically heated), incorporating a motor-driven fan or blower and parts thereof, of iron or steel"
7323.10,"Iron or steel; wool, pot scourers and scouring or polishing pads, gloves and the like"
7323.91,"Cast iron; table, kitchen and other household articles and parts thereof, of cast iron, not enamelled"
7323.92,"Cast iron; table, kitchen and other household articles and parts thereof, of cast iron, enamelled"
7323.93,"Steel, stainless; table, kitchen and other household articles and parts thereof"
7323.94,"Iron (excluding cast) or steel; table, kitchen and other household articles and parts thereof, enamelled"
7323.99,"Iron or steel; table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323"
7324.10,"Steel; sinks and wash basins, of stainless steel"
7324.21,"Cast iron, baths, whether or not enamelled"
7324.29,Iron (other than cast) or steel; baths
7324.90,"Iron or steel; sanitary ware and parts thereof, excluding sinks, wash basins and baths"
7325.10,Iron; articles of non-malleable cast iron
7325.91,"Iron; grinding balls and similar articles for mills, other than of non-malleable cast iron"
7325.99,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron"
7326.11,"Iron or steel; grinding balls and similar articles for mills, forged or stamped, but not further worked"
7326.19,"Iron or steel; articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked"
7326.20,Iron or steel; wire articles
7326.90,Iron or steel; articles n.e.c. in heading 7326
7401.00,Copper mattes; cement copper (precipitated copper)
7402.00,"Copper; unrefined, copper anodes for electrolytic refining"
7403.11,"Copper; refined, unwrought, cathodes and sections of cathodes"
7403.12,"Copper; refined, unwrought, wire-bars"
7403.13,"Copper; refined, unwrought, billets"
7403.19,"Copper; refined, unwrought, n.e.c. in item no. 7403.1"
7403.21,Copper; copper-zinc base alloys (brass) unwrought
7403.22,Copper; copper-tin base alloys (bronze) unwrought
7403.29,Copper; copper alloys n.e.c. in heading no. 7403 (other than master alloys of heading no. 7405)
7404.00,Copper; waste and scrap
7405.00,Copper; master alloys of copper
7406.10,Copper; powders of non-lamellar structure
7406.20,"Copper; powders of lamellar structure, flakes"
7407.10,"Copper; bars, rods and profiles, of refined copper"
7407.21,"Copper; bars, rods and profiles, of copper-zinc base alloys (brass)"
7407.29,"Copper; bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)"
7408.11,"Copper; wire, of refined copper, of which the maximum cross-sectional dimension exceeds 6mm"
7408.19,"Copper; wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less"
7408.21,"Copper; wire, of copper-zinc base alloys (brass)"
7408.22,"Copper; wire, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)"
7408.29,"Copper; wire, of copper alloys (other than copper-zinc base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)"
7409.11,"Copper; strip, of a thickness exceeding 0.15mm, of refined copper, in coils"
7409.19,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of refined copper, not in coils"
7409.21,"Copper; strip, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), in coils"
7409.29,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), not in coils"
7409.31,"Copper; strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils"
7409.39,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils"
7409.40,"Copper; plates, sheets and strip, of a thickness exceeding 0.15mm, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)"
7409.90,"Copper; plates, sheets and strip, of a thickness exceeding 0.15mm, of copper alloys (other than copper-zinc base alloys, copper-tin base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)"
7410.11,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of refined copper"
7410.12,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of copper alloys"
7410.21,"Copper; foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of refined copper"
7410.22,"Copper; foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of copper alloys"
7411.10,"Copper; tubes and pipes, of refined copper"
7411.21,"Copper; tubes and pipes, of copper-zinc base alloys (brass)"
7411.22,"Copper; tubes and pipes, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)"
7411.29,"Copper; tubes and pipes, of copper alloys (other than copper-zinc, copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel-silver))"
7412.10,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of refined copper"
7412.20,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys"
7413.00,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated"
7415.10,"Copper; nails and tacks, drawing pins, staples and similar articles of copper, or of iron or steel with copper heads"
7415.21,"Copper; washers, (including spring washers), not threaded"
7415.29,"Copper; rivets, cotters, cotter-pins and similar articles, not threaded"
7415.33,"Copper; screws, bolts and nuts, threaded"
7415.39,Copper; articles n.e.c. in heading no. 7415
7418.10,"Copper; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like"
7418.20,Copper; sanitary ware and parts thereof
7419.20,"Copper; cast, moulded, stamped or forged, but not further worked"
7419.80,Copper; articles thereof n.e.c. in chapter 74
7501.10,Nickel; nickel mattes
7501.20,Nickel; oxide sinters and other intermediate products of nickel metallurgy
7502.10,"Nickel; unwrought, not alloyed"
7502.20,"Nickel; unwrought, alloys"
7503.00,Nickel; waste and scrap
7504.00,Nickel; powders and flakes
7505.11,"Nickel; bars, rods and profiles, not alloyed"
7505.12,"Nickel; bars, rods and profiles, of nickel alloys"
7505.21,"Nickel; wire, not alloyed"
7505.22,"Nickel; wire, of nickel alloys"
7506.10,"Nickel; plates, sheets, strip and foil, not alloyed"
7506.20,"Nickel; plates, sheets, strip and foil, of nickel alloys"
7507.11,"Nickel; tubes and pipes, not alloyed"
7507.12,"Nickel; tubes and pipes, of nickel alloys"
7507.20,Nickel; tube and pipe fittings
7508.10,"Nickel; cloth, grill and netting, of nickel wire"
7508.90,Nickel; articles thereof n.e.c. in item no. 7508.1
7601.10,"Aluminium; unwrought, (not alloyed)"
7601.20,"Aluminium; unwrought, alloys"
7602.00,Aluminium; waste and scrap
7603.10,Aluminium; powders of non-lamellar structure
7603.20,"Aluminium; powders of lamellar structure, flakes"
7604.10,"Aluminium; (not alloyed), bars, rods and profiles"
7604.21,"Aluminium; alloys, hollow profiles"
7604.29,"Aluminium; alloys, bars, rods and profiles, other than hollow"
7605.11,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension exceeds 7mm"
7605.19,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension is 7mm or less"
7605.21,"Aluminium; alloys, wire, maximum cross-sectional dimension exceeding 7mm"
7605.29,"Aluminium; alloys, wire, maximum cross-sectional dimension is 7mm or less"
7606.11,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, (not alloyed), rectangular (including square)"
7606.12,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)"
7606.91,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, not alloyed, (not rectangular or square)"
7606.92,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)"
7607.11,"Aluminium; foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm"
7607.19,"Aluminium; foil, (not backed), of a thickness not exceeding 0.2mm, not rolled"
